year,ac_no,constituency,constituency_kn,clean_constituency,slug,category,category_kn,winner,winner_kn,winner_party,winner_party_kn,winner_votes,vote_share,runner_up,runner_up_kn,runner_up_party,runner_up_party_kn,runner_up_votes,margin,color
2018,183,Ramanagaram,Ramanagaram,ramanagaram,ramanagaram_assembly_constituency,nan,ಸಾಮಾನ್ಯ,H.D.Kumaraswamy,ಎಚ್. ಡಿ. Kumaraswamy,JD(S),ಜೆಡಿಎಸ್ (JD-S),92626,54.3,Iqbal Hussain.H.A,Iqbal Hussain ಎಚ್. ಎ.,INC,ಕಾಂಗ್ರೆಸ್ (INC),69990,22636,#31a354
2018,184,Kanakapura,ಕನಕಪುರ,kanakapura,kanakapura_assembly_constituency,nan,ಸಾಮಾನ್ಯ,D K Shivakumar,ಡಿ. ಕೆ. ಶಿವಕುಮಾರ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),127552,69.0,Narayana Gowda,Narayana ಗೌಡ,JD(S),ಜೆಡಿಎಸ್ (JD-S),47643,79909,#1f77b4
2018,185,Channapatna,ಚನ್ನಪಟ್ಟಣ,channapatna,channapatna_assembly_constituency,nan,ಸಾಮಾನ್ಯ,H D Kumara Swamy,ಎಚ್. ಡಿ. Kumara ಸ್ವಾಮಿ,JD(S),ಜೆಡಿಎಸ್ (JD-S),87995,46.8,C P Yogeeshwara,ಸಿ. ಪಿ. Yogeeshwara,BJP,ಬಿಜೆಪಿ (BJP),66465,21530,#31a354
2018,186,Malavalli,ಮಳವಳ್ಳಿ,malavalli,malavalli_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Dr.K.Annadani,ಡಾ. ಕೆ. Annadani,JD(S),ಜೆಡಿಎಸ್ (JD-S),103038,53.3,P.M.Narendraswamy,ಪಿ. ಎಂ. Narendraswamy,INC,ಕಾಂಗ್ರೆಸ್ (INC),76278,26760,#31a354
2018,187,Maddur,ಮದ್ದೂರು,maddur,maddur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,D.C.Thammanna,ಡಿ. ಸಿ. Thammanna,JD(S),ಜೆಡಿಎಸ್ (JD-S),109239,64.0,Madhu G Madegowda,Madhu ಜಿ. Madegowda,INC,ಕಾಂಗ್ರೆಸ್ (INC),55209,54030,#31a354
2018,188,Melukote,ಮೇಲುಕೋಟೆ,melukote,melukote_assembly_constituency,nan,ಸಾಮಾನ್ಯ,C S Puttaraju,ಸಿ. ಎಸ್. Puttaraju,JD(S),ಜೆಡಿಎಸ್ (JD-S),96003,55.2,Darshan Puttannaiah,Darshan Puttannaiah,SI,SI,73779,22224,#31a354
2018,189,Mandya,ಮಂಡ್ಯ,mandya,mandya_assembly_constituency,nan,ಸಾಮಾನ್ಯ,M Srinivas,ಎಂ. ಶ್ರೀನಿವಾಸ್,JD(S),ಜೆಡಿಎಸ್ (JD-S),69421,42.2,P Ravikumar,ಪಿ. Ravikumar,INC,ಕಾಂಗ್ರೆಸ್ (INC),47813,21608,#31a354
2018,190,Shrirangapattana,Shrirangapattana,shrirangapattana,shrirangapattana_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Ravindra Srikantaiah,Ravindra Srikantaiah,JD(S),ಜೆಡಿಎಸ್ (JD-S),101307,57.7,A.B.Ramesha Bandisiddegowda,ಎ. ಬಿ. Ramesha Bandisiddegowda,INC,ಕಾಂಗ್ರೆಸ್ (INC),57619,43688,#31a354
2018,191,Nagamangala,ನಾಗಮಂಗಲ,nagamangala,nagamangala_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Suresh Gowdaa,Suresh Gowdaa,JD(S),ಜೆಡಿಎಸ್ (JD-S),112396,62.2,N Chaluvarayaswamy,ಎನ್. Chaluvarayaswamy,INC,ಕಾಂಗ್ರೆಸ್ (INC),64729,47667,#31a354
2018,192,Krishnarajapete,Krishnarajapete,krishnarajapete,krishnarajapete_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Narayanagowda,Narayanagowda,JD(S),ಜೆಡಿಎಸ್ (JD-S),88016,50.9,K B Chandrashekar,ಕೆ. ಬಿ. Chandrashekar,INC,ಕಾಂಗ್ರೆಸ್ (INC),70897,17119,#31a354
2018,193,Shravanabelagola,ಶ್ರವಣಬೆಳಗೊಳ,shravanabelagola,shravanabelagola_assembly_constituency,nan,ಸಾಮಾನ್ಯ,C N Balakrishna,ಸಿ. ಎನ್. Balakrishna,JD(S),ಜೆಡಿಎಸ್ (JD-S),105516,63.4,C S Puttegowda,ಸಿ. ಎಸ್. Puttegowda,INC,ಕಾಂಗ್ರೆಸ್ (INC),52504,53012,#31a354
2018,194,Arsikere,ಅರಸೀಕೆರೆ,arsikere,arsikere_assembly_constituency,nan,ಸಾಮಾನ್ಯ,K.M Shivalinge Gowda,ಕೆ. ಎಂ. Shivalinge ಗೌಡ,JD(S),ಜೆಡಿಎಸ್ (JD-S),93986,54.7,G.B.Shashidhara,ಜಿ. ಬಿ. Shashidhara,INC,ಕಾಂಗ್ರೆಸ್ (INC),50297,43689,#31a354
2018,195,Belur,ಬೇಲೂರು,belur,belur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Lingesha. K.S.,Lingesha ಕೆ. ಎಸ್.,JD(S),ಜೆಡಿಎಸ್ (JD-S),64268,42.5,H.K. Suresh,ಎಚ್. ಕೆ. Suresh,BJP,ಬಿಜೆಪಿ (BJP),44578,19690,#31a354
2018,196,Hassan,ಹಾಸನ,hassan,hassan_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Preetham J Gowda,Preetham ಜೆ. ಗೌಡ,BJP,ಬಿಜೆಪಿ (BJP),63348,41.3,H S Prakash,ಎಚ್. ಎಸ್. ಪ್ರಕಾಶ್,JD(S),ಜೆಡಿಎಸ್ (JD-S),50342,13006,#ff7f0e
2018,197,Holenarasipur,ಹೊಳೆನರಸೀಪುರ,holenarasipur,holenarasipur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,H D Revanna,ಎಚ್. ಡಿ. Revanna,JD(S),ಜೆಡಿಎಸ್ (JD-S),108541,60.5,Manjegowda B P,Manjegowda ಬಿ. ಪಿ.,INC,ಕಾಂಗ್ರೆಸ್ (INC),64709,43832,#31a354
2018,198,Arkalgud,ಅರಕಲಗೂಡು,arkalgud,arkalgud_assembly_constituency,nan,ಸಾಮಾನ್ಯ,A. T. Ramaswamy,ಎ. ಟಿ. Ramaswamy,JD(S),ಜೆಡಿಎಸ್ (JD-S),85064,45.3,Manju .A,ಮಂಜು ಎ.,INC,ಕಾಂಗ್ರೆಸ್ (INC),74411,10653,#31a354
2018,199,Sakleshpur,ಸಕಲೇಶಪುರ,sakleshpur,sakleshpur_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),H K Kumaraswamy,ಎಚ್. ಕೆ. Kumaraswamy,JD(S),ಜೆಡಿಎಸ್ (JD-S),62262,39.1,Somashekar Jayaraj,Somashekar Jayaraj,BJP,ಬಿಜೆಪಿ (BJP),57320,4942,#31a354
2018,200,Belthangady,ಬೆಳ್ತಂಗಡಿ,belthangady,belthangady_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Harish Poonja,Harish Poonja,BJP,ಬಿಜೆಪಿ (BJP),98417,55.2,K.Vasantha Bangera,ಕೆ. Vasantha Bangera,INC,ಕಾಂಗ್ರೆಸ್ (INC),75443,22974,#ff7f0e
2018,201,Moodabidri,ಮೂಡಬಿದಿರೆ,moodabidri,moodabidri_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Umanatha. A. Kotian,Umanatha ಎ. Kotian,BJP,ಬಿಜೆಪಿ (BJP),87444,57.8,K. Abhayachandra,ಕೆ. Abhayachandra,INC,ಕಾಂಗ್ರೆಸ್ (INC),57645,29799,#ff7f0e
2018,202,Mangalore City North,ಮಂಗಳೂರು ನಗರ ಉತ್ತರ,mangalorecitynorth,mangalore_city_north_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Dr.Bharath Shetty. Y,ಡಾ. Bharath Shetty ವೈ.,BJP,ಬಿಜೆಪಿ (BJP),98648,56.4,B.A.Mohiuddin Bava,ಬಿ. ಎ. Mohiuddin Bava,INC,ಕಾಂಗ್ರೆಸ್ (INC),72000,26648,#ff7f0e
2018,203,Mangalore City South,ಮಂಗಳೂರು ನಗರ ದಕ್ಷಿಣ,mangalorecitysouth,mangalore_city_south_assembly_constituency,nan,ಸಾಮಾನ್ಯ,D. Vedavyasa Kamath,ಡಿ. Vedavyasa Kamath,BJP,ಬಿಜೆಪಿ (BJP),86545,53.3,J. R. Lobo,ಜೆ. ಆರ್. Lobo,INC,ಕಾಂಗ್ರೆಸ್ (INC),70470,16075,#ff7f0e
2018,204,Mangalore,ಮಂಗಳೂರು,mangalore,mangalore_assembly_constituency,nan,ಸಾಮಾನ್ಯ,U.T.Abdul Khader,ಯು. ಟಿ. Abdul Khader,INC,ಕಾಂಗ್ರೆಸ್ (INC),80813,54.4,Santhosh Kumar Rai Boliyaru,Santhosh ಕುಮಾರ್ Rai Boliyaru,BJP,ಬಿಜೆಪಿ (BJP),61074,19739,#1f77b4
2018,205,Bantwal,Bantwal,bantwal,bantwal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Rajesh Naik U.,Rajesh ನಾಯಕ್ ಯು.,BJP,ಬಿಜೆಪಿ (BJP),97802,53.9,B Ramanatha Rai,ಬಿ. Ramanatha Rai,INC,ಕಾಂಗ್ರೆಸ್ (INC),81831,15971,#ff7f0e
2018,206,Puttur,ಪುತ್ತೂರು,puttur,puttur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Sanjeeva Matandoor,Sanjeeva Matandoor,BJP,ಬಿಜೆಪಿ (BJP),90073,54.6,Shakunthala.T. Shetty,Shakunthala ಟಿ. Shetty,INC,ಕಾಂಗ್ರೆಸ್ (INC),70596,19477,#ff7f0e
2018,207,Sullia,ಸುಳ್ಯ,sullia,sullia_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Angara.S,Angara ಎಸ್.,BJP,ಬಿಜೆಪಿ (BJP),95205,57.0,Dr.B.Raghu,ಡಾ. ಬಿ. Raghu,INC,ಕಾಂಗ್ರೆಸ್ (INC),69137,26068,#ff7f0e
2018,208,Madikeri,ಮಡಿಕೇರಿ,madikeri,madikeri_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Appachu Ranjan M P,Appachu Ranjan ಎಂ. ಪಿ.,BJP,ಬಿಜೆಪಿ (BJP),70631,42.1,B A Jivijaya,ಬಿ. ಎ. Jivijaya,JD(S),ಜೆಡಿಎಸ್ (JD-S),54616,16015,#ff7f0e
2018,209,Virajpet,ವಿರಾಜಪೇಟೆ,virajpet,virajpet_assembly_constituency,nan,ಸಾಮಾನ್ಯ,K G Bopaiah,ಕೆ. ಜಿ. Bopaiah,BJP,ಬಿಜೆಪಿ (BJP),77944,50.0,Arun Machaiah C S,Arun Machaiah ಸಿ. ಎಸ್.,INC,ಕಾಂಗ್ರೆಸ್ (INC),64591,13353,#ff7f0e
2018,210,Periyapatna,ಪಿರಿಯಾಪಟ್ಟಣ,periyapatna,periyapatna_assembly_constituency,nan,ಸಾಮಾನ್ಯ,K. Mahadeva,ಕೆ. Mahadeva,JD(S),ಜೆಡಿಎಸ್ (JD-S),77770,50.3,K. Venkatesh,ಕೆ. Venkatesh,INC,ಕಾಂಗ್ರೆಸ್ (INC),70277,7493,#31a354
2018,211,Krishnarajanagara,Krishnarajanagara,krishnarajanagara,krishnarajanagara_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Sa. Ra. Mahesh,Sa Ra Mahesh,JD(S),ಜೆಡಿಎಸ್ (JD-S),85011,48.9,D. Ravishankar,ಡಿ. Ravishankar,INC,ಕಾಂಗ್ರೆಸ್ (INC),83232,1779,#31a354
2018,212,Hunasuru,Hunasuru,hunasuru,hunasuru_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Adaguru H Vishwanath,Adaguru ಎಚ್. Vishwanath,JD(S),ಜೆಡಿಎಸ್ (JD-S),91667,49.6,H P Manjunath,ಎಚ್. ಪಿ. Manjunath,INC,ಕಾಂಗ್ರೆಸ್ (INC),83092,8575,#31a354
2018,213,Heggadadevanakote,Heggadadevanakote,heggadadevanakote,heggadadevanakote_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Anil Kumar C,Anil ಕುಮಾರ್ ಸಿ.,INC,ಕಾಂಗ್ರೆಸ್ (INC),76652,45.2,Chikkanna,Chikkanna,JD(S),ಜೆಡಿಎಸ್ (JD-S),54559,22093,#1f77b4
2018,214,Nanjangud,ನಂಜನಗೂಡು,nanjangud,nanjangud_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),B. Harshavardhan,ಬಿ. Harshavardhan,BJP,ಬಿಜೆಪಿ (BJP),78030,48.2,Kalale N. Keshavamurthy,Kalale ಎನ್. Keshavamurthy,INC,ಕಾಂಗ್ರೆಸ್ (INC),65551,12479,#ff7f0e
2018,215,Chamundeshwari,ಚಾಮುಂಡೇಶ್ವರಿ,chamundeshwari,chamundeshwari_assembly_constituency,nan,ಸಾಮಾನ್ಯ,G.T.Devegowda,ಜಿ. ಟಿ. Devegowda,JD(S),ಜೆಡಿಎಸ್ (JD-S),121325,54.0,Siddaramaiah,ಸಿದ್ದರಾಮಯ್ಯ,INC,ಕಾಂಗ್ರೆಸ್ (INC),85283,36042,#31a354
2018,216,Krishnaraja,Krishnaraja,krishnaraja,krishnaraja_assembly_constituency,nan,ಸಾಮಾನ್ಯ,S A Ramadas,ಎಸ್. ಎ. Ramadas,BJP,ಬಿಜೆಪಿ (BJP),78573,54.0,M K Somashekar,ಎಂ. ಕೆ. Somashekar,INC,ಕಾಂಗ್ರೆಸ್ (INC),52226,26347,#ff7f0e
2018,217,Chamaraja,ಚಾಮರಾಜ,chamaraja,chamaraja_assembly_constituency,nan,ಸಾಮಾನ್ಯ,L. Nagendra,ಎಲ್. Nagendra,BJP,ಬಿಜೆಪಿ (BJP),51683,37.2,Vasu,Vasu,INC,ಕಾಂಗ್ರೆಸ್ (INC),36747,14936,#ff7f0e
2018,218,Narasimharaja,ನರಸಿಂಹರಾಜ,narasimharaja,narasimharaja_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Tanveer Sait,Tanveer ಸೇಟ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),62268,38.8,S.Satheesh (Sandesh Swamy),ಎಸ್. Satheesh ( Sandesh ಸ್ವಾಮಿ ),BJP,ಬಿಜೆಪಿ (BJP),44141,18127,#1f77b4
2018,219,Varuna,ವರುಣ,varuna,varuna_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Yathindra S,Yathindra ಎಸ್.,INC,ಕಾಂಗ್ರೆಸ್ (INC),96435,55.6,T Basavaraju,ಟಿ. Basavaraju,BJP,ಬಿಜೆಪಿ (BJP),37819,58616,#1f77b4
2018,220,T.Narasipur,ಟಿ. Narasipur,tnarasipur,tnarasipur_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Ashvin Kumar.M,Ashvin ಕುಮಾರ್ ಎಂ.,JD(S),ಜೆಡಿಎಸ್ (JD-S),83929,54.6,Dr. H.C.Mahadevappa,ಡಾ. ಎಚ್. ಸಿ. ಮಹಾದೇವಪ್ಪ,INC,ಕಾಂಗ್ರೆಸ್ (INC),55451,28478,#31a354
2018,221,Hanur,ಹನೂರು,hanur,hanur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,R Narendra,ಆರ್. Narendra,INC,ಕಾಂಗ್ರೆಸ್ (INC),60444,35.8,Dr. Preethan Nagappa,ಡಾ. Preethan Nagappa,BJP,ಬಿಜೆಪಿ (BJP),56931,3513,#1f77b4
2018,222,Kollegal,ಕೊಳ್ಳೇಗಾಲ,kollegal,kollegal_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),N. Mahesh,ಎನ್. Mahesh,BSP,BSP,71792,42.9,A.R. Krishna Murthy,ಎ. ಆರ್. Krishna Murthy,INC,ಕಾಂಗ್ರೆಸ್ (INC),52338,19454,#64748b
2018,223,Chamarajanagar,ಚಾಮರಾಜನಗರ,chamarajanagar,chamarajanagar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,C Puttarangashetty,ಸಿ. Puttarangashetty,INC,ಕಾಂಗ್ರೆಸ್ (INC),75963,46.0,K R Mallikarjunappa,ಕೆ. ಆರ್. Mallikarjunappa,BJP,ಬಿಜೆಪಿ (BJP),71050,4913,#1f77b4
2018,224,Gundlupet,ಗುಂಡ್ಲುಪೇಟೆ,gundlupet,gundlupet_assembly_constituency,nan,ಸಾಮಾನ್ಯ,C S Niranjan Kumar,ಸಿ. ಎಸ್. Niranjan ಕುಮಾರ್,BJP,ಬಿಜೆಪಿ (BJP),94151,51.8,M C Mohan Kumari Uruf Geetha,ಎಂ. ಸಿ. Mohan Kumari Uruf Geetha,INC,ಕಾಂಗ್ರೆಸ್ (INC),77467,16684,#ff7f0e
2013,1,Nippani,ನಿಪ್ಪಾಣಿ,nippani,nippani_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Jolle Shashikala Annasaheb,ಜೋಲ್ಲೆ ಶಶಿಕಲಾ ಅಣ್ಣಾಸಾಹೇಬ್,BJP,ಬಿಜೆಪಿ (BJP),81860,53.6,Kakaso Pandurang Patil,ಕಾಕಾಸೋ ಪಾಂಡುರಂಗ ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),63198,18662,#ff7f0e
2013,2,Chikkodi-Sadalga,ಚಿಕ್ಕೋಡಿ - ಸಡಲಗಾ,chikkodisadalga,chikkodisadalga_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Prakash Babanna Hukkeri,ಪ್ರಕಾಶ್ Babanna ಹುಕ್ಕೇರಿ,INC,ಕಾಂಗ್ರೆಸ್ (INC),102237,68.4,Basavanni Rudrappa Sangappagol,Basavanni Rudrappa Sangappagol,BJP,ಬಿಜೆಪಿ (BJP),25649,76588,#1f77b4
2013,3,Athani,ಅಥಣಿ,athani,athani_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Laxman Sangappa Savadi,ಲಕ್ಷ್ಮಣ್ ಸಂಗ್ಲಪ್ಪ ಸವದಿ,BJP,ಬಿಜೆಪಿ (BJP),74299,50.8,Mahesh Iranagouda Kumathalli,Mahesh Iranagouda ಕುಮಟಳ್ಳಿ,INC,ಕಾಂಗ್ರೆಸ್ (INC),50528,23771,#ff7f0e
2013,4,Kagwad,ಕಾಗವಾಡ,kagwad,kagwad_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Bharamgoud Alagoud Kage,Bharamgoud Alagoud ಕಾගේ,BJP,ಬಿಜೆಪಿ (BJP),41784,32.3,Shrimant Balasaheb Patil,Shrimant Balasaheb ಪಾಟೀಲ್,JD(S),ಜೆಡಿಎಸ್ (JD-S),38897,2887,#ff7f0e
2013,5,Kudachi,ಕುಡಚಿ,kudachi,kudachi_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),P.Rajeev,ಪಿ. Rajeev,BSRCP,BSRCP,71057,61.6,Ghatage Shama Bhima,Ghatage Shama Bhima,INC,ಕಾಂಗ್ರೆಸ್ (INC),24823,46234,#64748b
2013,6,Raybag,ರಾಯಬಾಗ,raybag,raybag_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Aihole Duryodhan Mahalingappa,ಐಹೊಳೆ ದುರ್ಯೋಧನ ಮಹಾಲಿಂಗಪ್ಪ,BJP,ಬಿಜೆಪಿ (BJP),37535,30.7,Pradeep Ramu Malagi,Pradeep Ramu Malagi,IND,ಪಕ್ಷೇತರ (IND),36706,829,#ff7f0e
2013,7,Hukkeri,ಹುಕ್ಕೇರಿ,hukkeri,hukkeri_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Umesh Vishwanath Katti,ಉಮೇಶ್ Vishwanath ಕತ್ತಿ,BJP,ಬಿಜೆಪಿ (BJP),81810,61.5,Ravi Basavaraj Karale,Ravi ಬಸವರಾಜ್ Karale,INC,ಕಾಂಗ್ರೆಸ್ (INC),24484,57326,#ff7f0e
2013,8,Arabhavi,ಅರಭಾವಿ,arabhavi,arabhavi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Balachandra Laxmanrao Jarkiholi,ಬಾಲಚಂದ್ರ ಲಕ್ಷ್ಮಣರಾವ್ ಜಾರಕಿಹೊಳಿ,BJP,ಬಿಜೆಪಿ (BJP),99283,68.4,Utagi Ramappa Kareppa,Utagi Ramappa Kareppa,INC,ಕಾಂಗ್ರೆಸ್ (INC),24062,75221,#ff7f0e
2013,9,Gokak,ಗೋಕಾಕ್,gokak,gokak_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Jarkiholi Ramesh Laxmanrao,ಜಾರಕಿಹೊಳಿ ರಮೇಶ್ ಲಕ್ಷ್ಮಣರಾವ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),79175,54.9,Ashok Ningayyaswami Pujari,Ashok Ningayyaswami ಪೂಜಾರಿ,JD(S),ಜೆಡಿಎಸ್ (JD-S),51170,28005,#1f77b4
2013,10,Yemkanmardi,ಯಮಕನಮರಡಿ,yemkanmardi,yemkanmardi_assembly_constituency,ST,ಪರಿಶಿಷ್ಟ ಪಂಗಡ (ST),Satish Laxmanarao Jarakiholi,ಸತೀಶ್ Laxmanarao Jarakiholi,INC,ಕಾಂಗ್ರೆಸ್ (INC),70726,56.8,Astagi Maruti Mallappa,Astagi Maruti Mallappa,BJP,ಬಿಜೆಪಿ (BJP),46376,24350,#1f77b4
2013,11,Belgaum Uttar,ಬೆಳಗಾವಿ ಉತ್ತರ,belgaumuttar,belgaum_uttar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Fairoz Nuruddin Saith,Fairoz Nuruddin Saith,INC,ಕಾಂಗ್ರೆಸ್ (INC),45125,39.2,Renu Suhas Killekar,Renu Suhas Killekar,IND,ಪಕ್ಷೇತರ (IND),26915,18210,#1f77b4
2013,12,Belgaum Dakshin,ಬೆಳಗಾವಿ ದಕ್ಷಿಣ,belgaumdakshin,belgaum_dakshin_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Sambhaji Lakshman Patil,Sambhaji Lakshman ಪಾಟೀಲ್,IND,ಪಕ್ಷೇತರ (IND),54426,41.2,Abhay Patil,ಅಭಯ್ ಪಾಟೀಲ್,BJP,ಬಿಜೆಪಿ (BJP),48116,6310,#7f7f7f
2013,13,Belgaum Rural,ಬೆಳಗಾವಿ ಗ್ರಾಮಾಂತರ,belgaumrural,belgaum_rural_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Sanjay B Patil,Sanjay ಬಿ. ಪಾಟೀಲ್,BJP,ಬಿಜೆಪಿ (BJP),38322,25.2,Kinekar Manohar Kallappa,Kinekar Manohar ಕಲ್ಲಪ್ಪ,IND,ಪಕ್ಷೇತರ (IND),36987,1335,#ff7f0e
2013,14,Khanapur,ಖಾನಾಪುರ,khanapur,khanapur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Arvind Chandrakant Patil,Arvind Chandrakant ಪಾಟೀಲ್,IND,ಪಕ್ಷೇತರ (IND),37055,27.5,Rafique Khatalsab Khanapuri,Rafique Khatalsab Khanapuri,INC,ಕಾಂಗ್ರೆಸ್ (INC),20903,16152,#7f7f7f
2013,15,Kittur,ಕಿತ್ತೂರು,kittur,kittur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Inamadar Danappagouda Basanagouda,Inamadar Danappagouda Basanagouda,INC,ಕಾಂಗ್ರೆಸ್ (INC),53924,42.8,Suresh Shivarudrappa Marihal,Suresh Shivarudrappa Marihal,BJP,ಬಿಜೆಪಿ (BJP),35634,18290,#1f77b4
2013,16,Bailhongal,ಬೈಲಹೊಂಗಲ,bailhongal,bailhongal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Vishwanath I Patil,Vishwanath ಐ. ಪಾಟೀಲ್,KJP,KJP,40709,32.1,Jagadish @ Virupaxi Channappa Metgud,Jagadish Virupaxi Channappa Metgud,BJP,ಬಿಜೆಪಿ (BJP),37088,3621,#64748b
2013,17,Saundatti Yellamma,Saundatti Yellamma,saundattiyellamma,saundatti_yellamma_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Anand Alias Vishwanath Chandrashekhar Mamani,ಆನಂದ್ Alias Vishwanath ಚಂದ್ರಶೇಖರ್ ಮಾಮನಿ,BJP,ಬಿಜೆಪಿ (BJP),46434,34.9,Ravindra Bhupalappa Yaligar,Ravindra Bhupalappa Yaligar,INC,ಕಾಂಗ್ರೆಸ್ (INC),30392,16042,#ff7f0e
2013,18,Ramdurg,ರಾಮದುರ್ಗ,ramdurg,ramdurg_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Ashok Mahadevappa Pattan,Ashok ಮಹಾದೇವಪ್ಪ Pattan,INC,ಕಾಂಗ್ರೆಸ್ (INC),42310,32.8,Mahadevappa Shivalingappa Yadawad,ಮಹಾದೇವಪ್ಪ ಶಿವಲಿಂಗಪ್ಪ ಯಾದವಾಡ,BJP,ಬಿಜೆಪಿ (BJP),37326,4984,#1f77b4
2013,19,Mudhol,ಮುಧೋಳ,mudhol,mudhol_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Govind.M.Karjol,Govind ಎಂ. Karjol,BJP,ಬಿಜೆಪಿ (BJP),64727,50.1,Timmapur.Ramappa. Balappa.,Timmapur Ramappa ಬಾಳಪ್ಪ,INC,ಕಾಂಗ್ರೆಸ್ (INC),59549,5178,#ff7f0e
2013,20,Terdal,ತೇರದಾಳ,terdal,terdal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Umashree,Umashree,INC,ಕಾಂಗ್ರೆಸ್ (INC),70189,46.3,Siddu Savadi,ಸಿದ್ದು ಸವದಿ,BJP,ಬಿಜೆಪಿ (BJP),67590,2599,#1f77b4
2013,21,Jamkhandi,ಜಮಖಂಡಿ,jamkhandi,jamkhandi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Siddu B. Nyamagouda,ಸಿದ್ದು ಬಿ. Nyamagouda,INC,ಕಾಂಗ್ರೆಸ್ (INC),49145,37.3,Jagadish Gudagunti,Jagadish Gudagunti,IND,ಪಕ್ಷೇತರ (IND),27993,21152,#1f77b4
2013,22,Bilgi,Bilgi,bilgi,bilgi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,J . T. Patil,ಜೆ. ಟಿ. ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),66655,44.7,Muragesh. Rudrappa. Nirani,Muragesh Rudrappa Nirani,BJP,ಬಿಜೆಪಿ (BJP),55417,11238,#1f77b4
2013,23,Badami,ಬಾದಾಮಿ,badami,badami_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Chimmanakatti Balappa Bhimappa,Chimmanakatti ಬಾಳಪ್ಪ Bhimappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),57446,41.3,Mahantesh Gurupadappa Mamadapur,Mahantesh Gurupadappa Mamadapur,JD(S),ಜೆಡಿಎಸ್ (JD-S),42333,15113,#1f77b4
2013,24,Bagalkot,ಬಾಗಲಕೋಟೆ,bagalkot,bagalkot_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Meti Hullappa Yamanappa,Meti Hullappa Yamanappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),68216,48.7,Charantimath Veeranna Chandrashekharayya,Charantimath Veeranna Chandrashekharayya,BJP,ಬಿಜೆಪಿ (BJP),65316,2900,#1f77b4
