year,ac_no,constituency,constituency_kn,clean_constituency,slug,category,category_kn,winner,winner_kn,winner_party,winner_party_kn,winner_votes,vote_share,runner_up,runner_up_kn,runner_up_party,runner_up_party_kn,runner_up_votes,margin,color
2004,169,Bhatkal,ಭಟ್ಕಳ,bhatkal,bhatkal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Shivananda Naik,Shivananda ನಾಯಕ್,BJP,ಬಿಜೆಪಿ (BJP),46471,44.7,Naik Jd,ನಾಯಕ್ Jd,INC,ಕಾಂಗ್ರೆಸ್ (INC),42301,4170,#ff7f0e
2004,170,Kumta,ಕುಮಟಾ,kumta,kumta_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Mohan Krishna Shetty,Mohan Krishna Shetty,INC,ಕಾಂಗ್ರೆಸ್ (INC),34738,33.8,Shashibhushan E Hegde,Shashibhushan ಇ. ಹೆಗಡೆ,BJP,ಬಿಜೆಪಿ (BJP),31273,3465,#1f77b4
2004,171,Ankola,Ankola,ankola,ankola_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Vishveshwar Hegde Kageri,Vishveshwar ಹೆಗಡೆ Kageri,BJP,ಬಿಜೆಪಿ (BJP),46787,48.5,Shantaram Hegde Shigehalli,Shantaram ಹೆಗಡೆ Shigehalli,INC,ಕಾಂಗ್ರೆಸ್ (INC),30709,16078,#ff7f0e
2004,172,Karwar,ಕಾರವಾರ,karwar,karwar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Gangadhar Nagesh Bhat,Gangadhar Nagesh Bhat,BJP,ಬಿಜೆಪಿ (BJP),36397,45.2,Rane Prabhakar S,Rane Prabhakar ಎಸ್.,JD(S),ಜೆಡಿಎಸ್ (JD-S),20165,16232,#ff7f0e
2004,173,Haliyal,ಹಳಿಯಾಳ,haliyal,haliyal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Deshpande Rv,Deshpande Rv,INC,ಕಾಂಗ್ರೆಸ್ (INC),55974,43.7,Patil Veerabhadragouda Shivanagowda,ಪಾಟೀಲ್ Veerabhadragouda Shivanagowda,BJP,ಬಿಜೆಪಿ (BJP),41765,14209,#1f77b4
2004,174,Dharwad Rural,Dharwad Rural,dharwadrural,dharwad_rural_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Vinay Kulkarni,Vinay Kulkarni,IND,ಪಕ್ಷೇತರ (IND),33744,32.4,Desai Ab,ದೇಸಾಯಿ Ab,JD(U),JD(U),30514,3230,#7f7f7f
2004,175,Dharwad,ಧಾರವಾಡ,dharwad,dharwad_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Morey S R,Morey ಎಸ್. ಆರ್.,INC,ಕಾಂಗ್ರೆಸ್ (INC),43334,38.2,Bellad Chandrakant Gurappa,Bellad Chandrakant Gurappa,BJP,ಬಿಜೆಪಿ (BJP),37584,5750,#1f77b4
2004,176,Hubli,Hubli,hubli,hubli_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Honnalli Jabbarkhan Hayatkhan,Honnalli Jabbarkhan Hayatkhan,INC,ಕಾಂಗ್ರೆಸ್ (INC),41971,46.1,Ashok Katwe,Ashok Katwe,BJP,ಬಿಜೆಪಿ (BJP),40155,1816,#1f77b4
2004,177,Hubli Rural,Hubli Rural,hublirural,hubli_rural_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Jagadish Shettar,Jagadish ಶೆಟ್ಟರ್,BJP,ಬಿಜೆಪಿ (BJP),58501,43.7,Anil Kumar Patil,Anil ಕುಮಾರ್ ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),31965,26536,#ff7f0e
2004,178,Kalghatgi,ಕಲಘಟಗಿ,kalghatgi,kalghatgi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Chikkanagoudra Siddanagouda Ishwaragouda,Chikkanagoudra Siddanagouda Ishwaragouda,BJP,ಬಿಜೆಪಿ (BJP),28065,26.9,Babusab K Kashimanavar,Babusab ಕೆ. Kashimanavar,JP,JP,26107,1958,#ff7f0e
2004,179,Kundgol,ಕುಂದಗೋಳ,kundgol,kundgol_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Akki Mallikarjunappa Shahadevappa,Akki Mallikarjunappa Shahadevappa,JD(U),JD(U),28184,29.5,Channabasappa Satyappa Shivalli,Channabasappa Satyappa Shivalli,IND,ಪಕ್ಷೇತರ (IND),23942,4242,#64748b
2004,180,Shiggaon,ಶಿಗ್ಗಾಂವಿ,shiggaon,shiggaon_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Sindhura Rajashekar,Sindhura Rajashekar,IND,ಪಕ್ಷೇತರ (IND),41811,35.9,Khadri Syed Ajimpeer Khadar Basha,Khadri Syed Ajimpeer Khadar Basha,INC,ಕಾಂಗ್ರೆಸ್ (INC),40971,840,#7f7f7f
2004,181,Hanagal,Hanagal,hanagal,hanagal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Udasi C M,Udasi ಸಿ. ಎಂ.,BJP,ಬಿಜೆಪಿ (BJP),61167,51.1,Manohar Tahasildar,Manohar Tahasildar,INC,ಕಾಂಗ್ರೆಸ್ (INC),43080,18087,#ff7f0e
2004,182,Hirekerur,ಹಿರೇಕೆರೂರು,hirekerur,hirekerur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Patil B C,ಪಾಟೀಲ್ ಬಿ. ಸಿ.,JD(S),ಜೆಡಿಎಸ್ (JD-S),39237,35.1,Banakar Ujaneshwar Basavanappa,Banakar Ujaneshwar Basavanappa,BJP,ಬಿಜೆಪಿ (BJP),34247,4990,#31a354
2004,183,Ranibennur,ರಾಣೆಬೆನ್ನೂರು,ranibennur,ranibennur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Shivanna G,ಶಿವಣ್ಣ ಜಿ.,BJP,ಬಿಜೆಪಿ (BJP),57123,49.3,Koliwad Krishnappa Bhimappa,Koliwad Krishnappa Bhimappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),41037,16086,#ff7f0e
2004,184,Byadgi,ಬ್ಯಾಡಗಿ,byadgi,byadgi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Olekar Nehru Chanabasappa,Olekar Nehru Chanabasappa,BJP,ಬಿಜೆಪಿ (BJP),52686,52.5,Lamani Rudrappa Manappa,Lamani Rudrappa Manappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),41408,11278,#ff7f0e
2004,185,Haveri,ಹಾವೇರಿ,haveri,haveri_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Shivaraj Sajjanar,Shivaraj Sajjanar,BJP,ಬಿಜೆಪಿ (BJP),53482,45.9,Shivannanavar Basavaraj Neelappa,Shivannanavar ಬಸವರಾಜ್ Neelappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),51286,2196,#ff7f0e
2004,186,Shirahatti,ಶಿರಹಟ್ಟಿ,shirahatti,shirahatti_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Gaddadevaramath Gaddayya Shivamurthyya,Gaddadevaramath Gaddayya Shivamurthyya,INC,ಕಾಂಗ್ರೆಸ್ (INC),34151,37.8,Ganganna Malleshappa Mahantashettar,Ganganna Malleshappa Mahantashettar,JD(U),JD(U),31205,2946,#1f77b4
2004,187,Mundargi,Mundargi,mundargi,mundargi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Patil Shidlinganagouda Shiddanagouda,ಪಾಟೀಲ್ Shidlinganagouda Shiddanagouda,INC,ಕಾಂಗ್ರೆಸ್ (INC),40287,45.7,Dandin B F,Dandin ಬಿ. ಎಫ್.,JD(S),ಜೆಡಿಎಸ್ (JD-S),21071,19216,#1f77b4
2004,188,Gadag,ಗದಗ,gadag,gadag_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Patil Dr,ಪಾಟೀಲ್ ಡಾ.,INC,ಕಾಂಗ್ರೆಸ್ (INC),50580,52.0,Sankannavar S B,Sankannavar ಎಸ್. ಬಿ.,BJP,ಬಿಜೆಪಿ (BJP),35376,15204,#1f77b4
2004,189,Ron,ರೋಣ,ron,ron_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Kalakappa Gurushantappa Bandi,Kalakappa Gurushantappa Bandi,BJP,ಬಿಜೆಪಿ (BJP),46733,49.5,Gurupadagouda Sangagangouda Patil,Gurupadagouda Sangagangouda ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),38668,8065,#ff7f0e
2004,190,Naragund,Naragund,naragund,naragund_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Patil C C,ಪಾಟೀಲ್ ಸಿ. ಸಿ.,BJP,ಬಿಜೆಪಿ (BJP),43382,54.4,Yavagal B R,Yavagal ಬಿ. ಆರ್.,INC,ಕಾಂಗ್ರೆಸ್ (INC),31260,12122,#ff7f0e
2004,191,Navalgund,ನವಲಗುಂದ,navalgund,navalgund_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Dr. Shiriyannavar Rb,ಡಾ. Shiriyannavar Rb,BJP,ಬಿಜೆಪಿ (BJP),30195,34.9,Gaddi Kallappa Nagappa,Gaddi ಕಲ್ಲಪ್ಪ Nagappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),26356,3839,#ff7f0e
2004,192,Ramdurg,ರಾಮದುರ್ಗ,ramdurg,ramdurg_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Yadawad Mahadevappa Shivalingappa,ಯಾದವಾಡ ಮಹಾದೇವಪ್ಪ ಶಿವಲಿಂಗಪ್ಪ,BJP,ಬಿಜೆಪಿ (BJP),56585,54.2,Ashok Mahadevappa Pattan,Ashok ಮಹಾದೇವಪ್ಪ Pattan,INC,ಕಾಂಗ್ರೆಸ್ (INC),31044,25541,#ff7f0e
2004,193,Parasgad,Parasgad,parasgad,parasgad_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Mamani Vishwanath Karabasappa,ಮಾಮನಿ Vishwanath Karabasappa,IND,ಪಕ್ಷೇತರ (IND),38451,34.2,Koujalgi Subhash Siddramappa,Koujalgi Subhash Siddramappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),37006,1445,#7f7f7f
2004,194,Bailhongal,ಬೈಲಹೊಂಗಲ,bailhongal,bailhongal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Jagadish Virupakshi C Matgud,Jagadish Virupakshi ಸಿ. Matgud,BJP,ಬಿಜೆಪಿ (BJP),48208,50.6,Koujatagi Mahantesh Shivanand,Koujatagi Mahantesh Shivanand,INC,ಕಾಂಗ್ರೆಸ್ (INC),36633,11575,#ff7f0e
2004,195,Kittur,ಕಿತ್ತೂರು,kittur,kittur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Marihal Suresh Shivarudrappa,Marihal Suresh Shivarudrappa,BJP,ಬಿಜೆಪಿ (BJP),49970,47.0,Inamdar Danappagouda Basangouda,Inamdar Danappagouda Basangouda,INC,ಕಾಂಗ್ರೆಸ್ (INC),35265,14705,#ff7f0e
2004,196,Khanapur,ಖಾನಾಪುರ,khanapur,khanapur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Digambar Yashwantrao Patil,Digambar Yashwantrao ಪಾಟೀಲ್,IND,ಪಕ್ಷೇತರ (IND),19115,18.3,Patil Vaishali Ashok,ಪಾಟೀಲ್ Vaishali Ashok,IND,ಪಕ್ಷೇತರ (IND),18747,368,#7f7f7f
2004,197,Belgaum,Belgaum,belgaum,belgaum_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Kudachi Ramesh Laxman,Kudachi ರಮೇಶ್ ಲಕ್ಷ್ಮಣ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),32198,32.6,Vilas Ramachandra Pawar,Vilas Ramachandra Pawar,BJP,ಬಿಜೆಪಿ (BJP),31181,1017,#1f77b4
2004,198,Uchagaon,Uchagaon,uchagaon,uchagaon_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Manohar Kallappa Kinekar,Manohar ಕಲ್ಲಪ್ಪ Kinekar,IND,ಪಕ್ಷೇತರ (IND),42483,32.6,Sambhaji Laxman Patil,Sambhaji ಲಕ್ಷ್ಮಣ್ ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),31277,11206,#7f7f7f
2004,199,Bagewadi,Bagewadi,bagewadi,bagewadi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Abhay Patil,ಅಭಯ್ ಪಾಟೀಲ್,BJP,ಬಿಜೆಪಿ (BJP),32854,27.8,Shivaputrappa Channabasappa Malagi,Shivaputrappa Channabasappa Malagi,INC,ಕಾಂಗ್ರೆಸ್ (INC),29156,3698,#ff7f0e
2004,200,Gokak,ಗೋಕಾಕ್,gokak,gokak_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Jaraki Holi Ramesh Laxmanrao,Jaraki Holi ರಮೇಶ್ ಲಕ್ಷ್ಮಣರಾವ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),56768,55.2,Muttennavar Mallappa Laxman,Muttennavar Mallappa ಲಕ್ಷ್ಮಣ್,BJP,ಬಿಜೆಪಿ (BJP),40593,16175,#1f77b4
2004,201,Arabhavi,ಅರಭಾವಿ,arabhavi,arabhavi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Balachandra Laxman Rao Jarkihali,ಬಾಲಚಂದ್ರ ಲಕ್ಷ್ಮಣ್ ರಾವ್ Jarkihali,JD(S),ಜೆಡಿಎಸ್ (JD-S),62054,47.1,Koujalagi Veeranna Shivalingappa,Koujalagi Veeranna ಶಿವಲಿಂಗಪ್ಪ,INC,ಕಾಂಗ್ರೆಸ್ (INC),42604,19450,#31a354
2004,202,Hukkeri,ಹುಕ್ಕೇರಿ,hukkeri,hukkeri_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Shashikant Akkappi Naik,Shashikant Akkappi ನಾಯಕ್,BJP,ಬಿಜೆಪಿ (BJP),46969,47.3,Umesh Vishwanath Hatti,ಉಮೇಶ್ Vishwanath Hatti,INC,ಕಾಂಗ್ರೆಸ್ (INC),46148,821,#ff7f0e
2004,203,Sankeshwar,Sankeshwar,sankeshwar,sankeshwar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Appayagouda Basagouda Patil,Appayagouda Basagouda ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),52036,54.4,Rajendra Malagouda Patil,Rajendra Malagouda ಪಾಟೀಲ್,BJP,ಬಿಜೆಪಿ (BJP),35828,16208,#1f77b4
2004,204,Nippani,ನಿಪ್ಪಾಣಿ,nippani,nippani_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Kakasaheb Panduranga Patil,Kakasaheb Panduranga ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),40222,41.3,Joshi Subhashe Shridhar,Joshi Subhashe Shridhar,BJP,ಬಿಜೆಪಿ (BJP),39793,429,#1f77b4
2004,205,Sadalga,Sadalga,sadalga,sadalga_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Prakash Babanna Hukkeri,ಪ್ರಕಾಶ್ Babanna ಹುಕ್ಕೇರಿ,INC,ಕಾಂಗ್ರೆಸ್ (INC),58039,54.5,Annasaheb Shankar Jolle,ಅಣ್ಣಾಸಾಹೇಬ್ Shankar ಜೋಲ್ಲೆ,BJP,ಬಿಜೆಪಿ (BJP),38737,19302,#1f77b4
2004,206,Chikkodi,ಚಿಕ್ಕೋಡಿ,chikkodi,chikkodi_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Hakkyagol Dattu Yellappa,Hakkyagol Dattu Yellappa,BJP,ಬಿಜೆಪಿ (BJP),32663,34.6,Bhimannavar Ss,Bhimannavar Ss,INC,ಕಾಂಗ್ರೆಸ್ (INC),30121,2542,#ff7f0e
2004,207,Raibag,Raibag,raibag,raibag_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Sarikar Bheemappa Channappa,Sarikar Bheemappa Channappa,JD(U),JD(U),54049,44.2,Laxman Yamanappa Kamble,ಲಕ್ಷ್ಮಣ್ Yamanappa Kamble,INC,ಕಾಂಗ್ರೆಸ್ (INC),43855,10194,#64748b
2004,208,Kagwad,ಕಾಗವಾಡ,kagwad,kagwad_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Bharamagouda (Raju) Alagouda Kage,Bharamagouda ( ರಾಜು ) ಆಲಗೌಡ ಕಾගේ,BJP,ಬಿಜೆಪಿ (BJP),44529,42.5,Kiran Kumar Tatyagouda Patil,Kiran ಕುಮಾರ್ Tatyagouda ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),41077,3452,#ff7f0e
2004,209,Athani,ಅಥಣಿ,athani,athani_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Laxman Sangappa Savadi,ಲಕ್ಷ್ಮಣ್ ಸಂಗ್ಲಪ್ಪ ಸವದಿ,BJP,ಬಿಜೆಪಿ (BJP),59578,50.7,Dongaragaon Shahajan Ismail,Dongaragaon Shahajan Ismail,INC,ಕಾಂಗ್ರೆಸ್ (INC),28325,31253,#ff7f0e
2004,210,Jamkhandi,ಜಮಖಂಡಿ,jamkhandi,jamkhandi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Siddu Savadi,ಸಿದ್ದು ಸವದಿ,BJP,ಬಿಜೆಪಿ (BJP),73223,52.4,Kaluti Ramappa Maleppa,Kaluti Ramappa Maleppa,INC,ಕಾಂಗ್ರೆಸ್ (INC),39902,33321,#ff7f0e
2004,211,Bilgi,Bilgi,bilgi,bilgi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Nirani Murugesh Rudrappa,Nirani Murugesh Rudrappa,BJP,ಬಿಜೆಪಿ (BJP),68136,52.5,Patil J T,ಪಾಟೀಲ್ ಜೆ. ಟಿ.,INC,ಕಾಂಗ್ರೆಸ್ (INC),50811,17325,#ff7f0e
2004,212,Mudhol,ಮುಧೋಳ,mudhol,mudhol_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Karjol Govind Maktappa,Karjol Govind Maktappa,BJP,ಬಿಜೆಪಿ (BJP),71814,57.1,Timmapur Ramappa Balappa,Timmapur Ramappa ಬಾಳಪ್ಪ,INC,ಕಾಂಗ್ರೆಸ್ (INC),38872,32942,#ff7f0e
2004,213,Bagalkot,ಬಾಗಲಕೋಟೆ,bagalkot,bagalkot_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Charantimat Veeranna Chandrashekaraya,Charantimat Veeranna Chandrashekaraya,BJP,ಬಿಜೆಪಿ (BJP),34597,33.3,Poojar Pralhad Hanumantappa,Poojar Pralhad Hanumantappa,IND,ಪಕ್ಷೇತರ (IND),29075,5522,#ff7f0e
2004,214,Badami,ಬಾದಾಮಿ,badami,badami_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Mahagundappa Kallappa Pattanshetti,Mahagundappa ಕಲ್ಲಪ್ಪ Pattanshetti,BJP,ಬಿಜೆಪಿ (BJP),52678,53.9,Chimmanakatti Balappa Bhimappa,Chimmanakatti ಬಾಳಪ್ಪ Bhimappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),33677,19001,#ff7f0e
2004,215,Guledgud,Guledgud,guledgud,guledgud_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Moti Hullappa Yamanappa,Moti Hullappa Yamanappa,JD(S),ಜೆಡಿಎಸ್ (JD-S),30832,34.8,Rajashekhar Veeranna Sheelavant,Rajashekhar Veeranna Sheelavant,BJP,ಬಿಜೆಪಿ (BJP),29426,1406,#31a354
2004,216,Hungund,ಹುನಗುಂದ,hungund,hungund_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Doddanagouda Gundana Gowda Patil,Doddanagouda Gundana ಗೌಡ ಪಾಟೀಲ್,BJP,ಬಿಜೆಪಿ (BJP),50617,56.9,Kashappanavar Gouramma Shivashankarappa,Kashappanavar Gouramma Shivashankarappa,INC,ಕಾಂಗ್ರೆಸ್ (INC),32193,18424,#ff7f0e
2004,217,Muddebihal,Muddebihal,muddebihal,muddebihal_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Shankara Rao Nadagoudar A C,Shankara ರಾವ್ Nadagoudar ಎ. ಸಿ.,INC,ಕಾಂಗ್ರೆಸ್ (INC),30203,36.4,Deshmukh Vimalabai Jagadevarao,Deshmukh Vimalabai Jagadevarao,JD(S),ಜೆಡಿಎಸ್ (JD-S),27776,2427,#1f77b4
2004,218,Huvin-Hippargi,Huvin Hippargi,huvinhippargi,huvinhippargi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Desai Shivputrappa Madiwalappa,ದೇಸಾಯಿ Shivputrappa Madiwalappa,BJP,ಬಿಜೆಪಿ (BJP),39224,43.6,Patil B S,ಪಾಟೀಲ್ ಬಿ. ಎಸ್.,INC,ಕಾಂಗ್ರೆಸ್ (INC),32927,6297,#ff7f0e
2004,219,Basavana Bagevadi,Basavana Bagevadi,basavanabagevadi,basavana_bagevadi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Shivanand Patil,Shivanand ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),50238,48.5,Bellubbi Sangappa Kallappa,Bellubbi ಸಂಗ್ಲಪ್ಪ ಕಲ್ಲಪ್ಪ,BJP,ಬಿಜೆಪಿ (BJP),46933,3305,#1f77b4
2004,220,Tikota,Tikota,tikota,tikota_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Patil M B,ಪಾಟೀಲ್ ಎಂ. ಬಿ.,INC,ಕಾಂಗ್ರೆಸ್ (INC),48274,53.8,Rudragoudar Mallangouda Sahebagouda,Rudragoudar Mallangouda Sahebagouda,JD(U),JD(U),19040,29234,#1f77b4
2004,221,Bijapur,Bijapur,bijapur,bijapur_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Appasaheb Mallappa Pattanashetty,Appasaheb Mallappa Pattanashetty,BJP,ಬಿಜೆಪಿ (BJP),70001,55.6,Ustad Maheboob Patel Ladlepatel,Ustad Maheboob Patel Ladlepatel,INC,ಕಾಂಗ್ರೆಸ್ (INC),45968,24033,#ff7f0e
2004,222,Ballolli,Ballolli,ballolli,ballolli_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Rathod Rk,Rathod Rk,JD(S),ಜೆಡಿಎಸ್ (JD-S),39915,39.9,Alugur Hr (Raju),Alugur Hr ( ರಾಜು ),INC,ಕಾಂಗ್ರೆಸ್ (INC),28873,11042,#31a354
2004,223,Indi,Indi,indi,indi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Patil Ravikant Shankareppa,ಪಾಟೀಲ್ Ravikant Shankareppa,IND,ಪಕ್ಷೇತರ (IND),42984,43.6,Patil Bg(Halasangi),ಪಾಟೀಲ್ Bg ( Halasangi ),INC,ಕಾಂಗ್ರೆಸ್ (INC),33652,9332,#7f7f7f
2004,224,Sindgi,Sindgi,sindgi,sindgi_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Ashok Gurappa Shabadi,Ashok Gurappa Shabadi,BJP,ಬಿಜೆಪಿ (BJP),38853,39.3,Manguli Halappa Chanaveerappa,Manguli Halappa Chanaveerappa,JD(S),ಜೆಡಿಎಸ್ (JD-S),29803,9050,#ff7f0e
1999,1,Aurad,ಔರಾದ್,aurad,aurad_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Gundappa Vakil,Gundappa Vakil,BJP,ಬಿಜೆಪಿ (BJP),31967,32.9,Gurupadappa Nagmarpalli,Gurupadappa Nagmarpalli,INC,ಕಾಂಗ್ರೆಸ್ (INC),29182,2785,#ff7f0e
1999,2,Bhalki,ಭಾಲ್ಕಿ,bhalki,bhalki_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Prakash Khandre,ಪ್ರಕಾಶ್ Khandre,BJP,ಬಿಜೆಪಿ (BJP),47132,54.9,Dr. Vijayakumar Bhimanna Khandre,ಡಾ. Vijayakumar Bhimanna Khandre,INC,ಕಾಂಗ್ರೆಸ್ (INC),36805,10327,#ff7f0e
1999,3,Hulsoor,Hulsoor,hulsoor,hulsoor_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Rajendra Verma,Rajendra Verma,BJP,ಬಿಜೆಪಿ (BJP),32189,44.7,Shivaraj Hasankar,Shivaraj Hasankar,INC,ಕಾಂಗ್ರೆಸ್ (INC),19732,12457,#ff7f0e
1999,4,Bidar,ಬೀದರ್,bidar,bidar_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Rameshkumar Pande,Rameshkumar Pande,BJP,ಬಿಜೆಪಿ (BJP),44270,33.8,Bandeppa Manikappa Khasimpur,Bandeppa Manikappa Khasimpur,INC,ಕಾಂಗ್ರೆಸ್ (INC),42180,2090,#ff7f0e
1999,5,Humnabad,ಹುಮ್ನಾಬಾದ್,humnabad,humnabad_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Subhas Kallur,Subhas Kallur,BJP,ಬಿಜೆಪಿ (BJP),35438,36.4,Rajashekhar Basavaraj Patil,Rajashekhar ಬಸವರಾಜ್ ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),31868,3570,#ff7f0e
1999,6,Basavakalyan,ಬಸವಕಲ್ಯಾಣ,basavakalyan,basavakalyan_assembly_constituency,nan,ಸಾಮಾನ್ಯ,M.G.Mule,ಎಂ. ಜಿ. Mule,JD(S),ಜೆಡಿಎಸ್ (JD-S),48166,50.6,Basawaraj Patil Attur,Basawaraj ಪಾಟೀಲ್ Attur,JD(U),JD(U),29002,19164,#31a354
1999,7,Chincholi,ಚಿಂಚೋಳಿ,chincholi,chincholi_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Kailashnath Patil,Kailashnath ಪಾಟೀಲ್,INC,ಕಾಂಗ್ರೆಸ್ (INC),42814,52.4,Vaijnath Patil,Vaijnath ಪಾಟೀಲ್,JD(S),ಜೆಡಿಎಸ್ (JD-S),16551,26263,#1f77b4
1999,8,Kamalapur,Kamalapur,kamalapur,kamalapur_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Revunaik Belamgi,Revunaik Belamgi,BJP,ಬಿಜೆಪಿ (BJP),27531,39.7,G.Ramkrishna,ಜಿ. Ramkrishna,INC,ಕಾಂಗ್ರೆಸ್ (INC),18981,8550,#ff7f0e
1999,9,Alland,ಆಳಂದ,alland,alland_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Guttedar Subhash Rukmayya,ಗುತ್ತೇದಾರ್ Subhash Rukmayya,JD(S),ಜೆಡಿಎಸ್ (JD-S),29762,38.9,B.R.Patil,ಬಿ. ಆರ್. ಪಾಟೀಲ್,JD(U),JD(U),27451,2311,#31a354
1999,10,Gulbarga,Gulbarga,gulbarga,gulbarga_assembly_constituency,nan,ಸಾಮಾನ್ಯ,Qamarul Islam,Qamarul Islam,INC,ಕಾಂಗ್ರೆಸ್ (INC),79225,48.8,Chandrashekhar D Patil Ravoor,ಚಂದ್ರಶೇಖರ್ ಡಿ. ಪಾಟೀಲ್ Ravoor,BJP,ಬಿಜೆಪಿ (BJP),67446,11779,#1f77b4
1999,11,Shahabad,Shahabad,shahabad,shahabad_assembly_constituency,SC,ಪರಿಶಿಷ್ಟ ಜಾತಿ (SC),Baburao Chavhan,Baburao Chavhan,INC,ಕಾಂಗ್ರೆಸ್ (INC),38072,41.4,Valmik Kamalu Naik,Valmik Kamalu ನಾಯಕ್,BJP,ಬಿಜೆಪಿ (BJP),30206,7866,#1f77b4
